Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Attrition_Flag
-0.664382,1.273283,0.008965,0.120579,-1.327136,-0.411616,0.032024,1.661686,-0.116954,4.407287,-0.828707,-1.740786,4.010418,0.025778,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.832546,-0.266547,0.259402,0.763943,-0.337598,0.492404,-0.658202,0.401481,-0.694057,4.516778,-0.881107,-1.570365,1.208772,1.041456,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1.456266,-1.806378,1.636809,1.407306,-0.337598,-0.411616,0.431658,0.654258,0.372912,-1.099202,-0.916433,-1.740786,0.007467,-0.507453,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1.082034,-1.036462,0.008965,0.120579,-0.337598,-1.315636,-0.562475,0.921760,-0.644993,-1.140261,-0.882284,-0.931290,-0.962819,0.976163,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1.082034,0.503368,0.008965,1.407306,-0.337598,0.492404,-0.615840,1.392957,-0.740590,4.398162,-0.743926,-1.186920,1.948037,1.748804,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.539638,1.273283,0.008965,-1.166148,0.651940,0.492404,0.748328,-1.426858,0.876089,0.479294,-1.012106,-1.825996,2.048846,-0.997155,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.331522,-1.036462,1.636809,-0.522785,0.651940,-0.411616,-0.545750,-0.339671,-0.515183,2.555063,-0.865505,-1.570365,-0.656192,-0.122946,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
2.454218,-1.806378,2.513340,0.763943,1.641478,0.492404,-0.082518,-0.684479,-0.021137,1.332412,-1.089234,-2.081626,-2.390944,-0.717843,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
-0.165406,0.503368,0.635058,-1.166148,-0.337598,-0.411616,2.618088,-0.717610,2.681873,1.286791,-0.970010,-1.570365,-1.000622,-0.931861,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.583058,-0.266547,1.010715,0.120579,-1.327136,-2.219655,-0.267041,1.277612,-0.381524,0.196442,-0.899947,-1.570365,-0.656192,0.290580,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.458314,-1.036462,0.885496,-0.522785,-0.337598,0.492404,0.954196,1.661686,0.805024,3.143577,-0.779546,-1.357340,2.048846,-0.471179,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.333570,0.503368,0.134183,0.763943,-0.337598,-1.315636,-0.520003,-1.426858,-0.391974,2.071477,-0.779546,-1.399945,1.208772,-0.997155,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
-1.038614,1.273283,-0.992786,-1.166148,0.651940,0.492404,0.131823,1.094778,0.033647,0.990253,-0.989733,-1.783391,0.860142,-0.239024,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.333570,1.273283,-0.742348,-0.522785,-0.337598,0.492404,2.848054,-1.426858,2.975375,3.928263,-0.871392,-1.570365,2.607495,-0.997155,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1.206778,-0.266547,1.135934,1.407306,-0.337598,-2.219655,-0.698583,0.327857,-0.727829,7.098942,-0.783961,-1.612971,-0.521780,1.273611,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1.581010,-1.036462,2.012465,-0.522785,-0.337598,-0.411616,-0.669425,1.051830,-0.763582,7.285989,-0.790438,-1.612971,4.149030,1.879391,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.040662,0.503368,0.509840,0.120579,0.651940,0.492404,1.191203,0.333992,1.161011,0.123448,-0.938217,-1.612971,0.368698,-0.728726,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.707802,-1.036462,0.509840,0.763943,-1.327136,-1.315636,-0.427686,0.078761,-0.434658,-0.620179,-0.960884,-1.059105,-0.471375,-0.057653,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.707802,0.503368,0.635058,1.407306,0.651940,-0.411616,-0.661283,0.473879,-0.703627,2.559625,-0.743631,-1.485155,1.809425,1.146652,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.957290,-1.036462,0.509840,-1.166148,0.651940,-1.315636,-0.791527,-0.435383,-0.752328,1.081495,-1.088940,-1.953811,0.788735,1.041456,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
2.454218,-1.806378,2.262903,-0.522785,1.641478,-0.411616,-0.600876,1.246935,-0.712538,2.117098,-0.723613,-1.144315,5.085712,1.494884,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.333570,-0.266547,0.008965,0.120579,-0.337598,-2.219655,1.224763,1.661686,1.075534,-0.437694,-0.880224,-1.272130,-1.941504,-0.536472,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1.206778,-0.266547,0.008965,-1.809512,0.651940,0.492404,0.785298,-1.426858,0.913052,1.282229,-1.119261,-2.124231,-1.462662,-0.997155,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
0.333570,1.273283,0.008965,1.407306,1.641478,-0.411616,-0.586902,1.272703,-0.700877,-0.373824,-0.986790,-1.399945,-0.471375,1.422336,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.333570,0.503368,0.008965,-1.166148,-0.337598,-2.219655,-0.641477,1.472716,-0.773373,-0.045351,-0.915255,-1.059105,-0.471375,2.060762,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1.206778,-0.266547,1.762028,0.120579,-0.337598,0.492404,-0.459265,0.880040,-0.538065,1.583329,-0.877280,-1.527760,2.960326,0.533617,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.290150,2.043199,-0.116254,0.120579,-1.327136,-0.411616,-0.259559,-0.226780,-0.239173,6.911895,-0.896415,-1.698181,1.557403,-0.431277,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.539638,-0.266547,-0.241473,0.120579,1.641478,0.492404,-0.582720,0.724202,-0.647523,-0.319078,-0.952641,-1.612971,2.258864,0.907242,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1.082034,0.503368,1.386371,0.120579,-0.337598,0.492404,-0.571717,1.046922,-0.665455,0.643531,-0.973542,-1.357340,0.507311,1.132142,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.208826,-0.266547,-0.116254,-1.166148,1.641478,1.396424,2.848054,-1.426858,2.975375,0.013957,-1.093061,-2.124231,-0.891412,-0.997155,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
-0.913870,-1.036462,-0.366692,0.763943,0.651940,0.492404,-0.297739,0.108211,-0.307378,0.839702,-0.909073,-1.570365,1.855629,-0.231769,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.290150,1.273283,-0.491911,-1.166148,1.641478,-0.411616,1.686234,1.152450,1.582562,1.081495,-0.920848,-1.655576,0.087274,-0.677942,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.832546,-0.266547,1.010715,0.120579,-0.337598,-0.411616,0.671416,0.578180,0.619440,1.044998,-0.917021,-1.783391,0.860142,-0.594511,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.583058,1.273283,0.259402,0.120579,-1.327136,1.396424,2.848054,0.432158,2.808712,-0.766167,-0.915844,-1.399945,-0.471375,-0.837548,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
